,ID,judge,court,year,concourt.decisions,concourt.delays,assigned.agenda.dominant,C.assigned.agenda,Cb.assigned.agenda,P.assigned.agenda,Trest.assigned.agenda,decided.agenda.dominant,workdays,incoming.10.days,E1,E1.mean,E2,E2.mean,E3,E3.mean,E4,E4.mean,E5,E5.mean,E.score.total.new,affirmed,sum.appeals,Q1,Q1.mean,Q2,Q2.mean,Q3,Q3.mean,dominant.agenda,Q.score.total.new,score.total.new,rank
659,63,Mgr. Iveta Bebejová,Okresný súd Dolný Kubín,2015,0,0,P,156,217,624,0,P,1038,42,112.0,97.1,75,377,9,150,12.0,42.6,105,339,21,92,120,76.7,67.3,11.3,7.6,2.6,2.5,P,10.5,31.5,31.-40.
660,1157,Mgr. Iveta Sonderlichová,Okresný súd Košice okolie,2015,0,0,Trest,0,0,0,1090,Trest,1043,52,100.4,97.1,39,377,16,150,41.0,42.6,55,339,18.5,75,97,77.3,63.8,7.5,8.1,1.7,3.0,Trest,10.5,29,74.-90.
661,109,Mgr. Ivica Blecharžová,Mestský súd Bratislava V,2015,3,3,Cb,0,1861,0,0,Cb,1055,88,115.7,97.1,589,377,273,150,46.3,42.6,340,339,15,42,76,55.3,64.9,4.0,8.8,1.8,3.0,Cb,4.5,19.5,467.-491.
662,1171,Mgr. Ján Stanček,Okresný súd Pezinok,2015,4,0,Cb,789,1296,0,0,Cb,1095,78,108.5,97.1,768,377,427,150,55.6,42.6,489,339,10.5,78,143,54.5,64.9,9.1,8.8,4.2,3.0,Cb,4.5,15,623.-638.
663,79,Mgr. Jana Benkovičová,Okresný súd Nitra,2015,0,0,C,1963,0,0,0,C,955,21,96.5,97.1,549,377,175,150,31.9,42.6,291,339,14.5,200,257,77.8,67.1,13.2,9.3,2.9,3.0,C,10.5,25,214.-237.
664,209,Mgr. Jana Diškanová,Okresný súd Banská Bystrica,2015,0,0,P,0,0,1771,0,P,1034,86,116.3,97.1,97,377,41,150,42.3,42.6,108,339,19.5,113,171,66.1,67.3,9.5,7.6,3.2,2.5,P,7.5,27,134.-152.
665,2547,Mgr. Jana Janics Bajánková,Mestský súd Bratislava I,2015,1,1,C,729,0,0,0,C,367,20,89.6,97.1,550,377,248,150,45.1,42.6,704,339,6.5,25,30,83.3,67.1,7.1,9.3,1.2,3.0,C,12,18.5,507.-524.
666,607,Mgr. Jana Kosorínová,Okresný súd Levice,2015,0,0,P,0,0,1877,0,P,1090,86,88.1,97.1,152,377,55,150,36.2,42.6,242,339,14,66,109,60.6,67.3,6.0,7.6,2.4,2.5,P,6,20,444.-466.
667,611,Mgr. Jana Koščová,Okresný súd Košice II,2015,2,0,C,1378,0,628,0,C,1055,43,103.8,97.1,407,377,59,150,14.5,42.6,177,339,19,161,264,61.0,67.1,11.9,9.3,4.7,3.0,C,6,25,214.-237.
668,924,Mgr. Janette Nôtová,Okresný súd Zvolen,2015,0,0,Trest,776,107,87,1033,Trest,1042,66,87.4,97.1,461,377,115,150,24.9,42.6,351,339,12,104,201,51.7,63.8,10.5,8.1,5.1,3.0,Trest,3,15,623.-638.
669,896,Mgr. Jozef Nadzam,Okresný súd Trebišov,2015,0,0,Trest,0,0,0,1926,Trest,1062,91,93.5,97.1,129,377,42,150,32.6,42.6,117,339,16.5,19,36,52.8,63.8,1.9,8.1,0.9,3.0,Trest,3,19.5,467.-491.
670,741,Mgr. Juraj Lukáč,Okresný súd Liptovský Mikuláš,2015,0,1,C,714,0,139,328,C,643,33,124.2,97.1,118,377,72,150,61.0,42.6,150,339,18,86,126,68.3,67.1,13.3,9.3,4.2,3.0,C,7.5,25.5,194.-213.
671,981,Mgr. Kamil Petrovič,Okresný súd Košice II,2015,4,2,C,1818,0,0,0,C,1033,18,91.8,97.1,703,377,246,150,35.0,42.6,347,339,12,73,110,66.4,67.1,6.8,9.3,2.3,3.0,C,7.5,19.5,467.-491.
672,15,Mgr. Katarína Arnouldová,Okresný súd Piešťany,2015,4,2,C,1717,1,570,11,C,987,47,97.2,97.1,576,377,365,150,63.4,42.6,496,339,8,89,142,62.7,67.1,7.3,9.3,2.7,3.0,C,6,14,650.-662.
673,504,Mgr. Katarína Janotová,Okresný súd Martin,2015,3,0,Cb,171,1268,22,0,Cb,1052,63,86.5,97.1,394,377,77,150,19.5,42.6,335,339,12.5,64,84,76.2,64.9,5.6,8.8,1.3,3.0,Cb,10.5,23,304.-323.
674,1238,Mgr. Katarína Šimková,Okresný súd Trenčín,2015,0,0,P,239,0,1183,0,P,729,68,97.0,97.1,303,377,140,150,46.2,42.6,385,339,11,54,68,79.4,67.3,5.6,7.6,1.2,2.5,P,12,23,304.-323.
675,1251,Mgr. Katarína Škultétyová,Mestský súd Bratislava I,2015,6,5,P,558,0,568,0,C,1041,33,76.1,97.1,313,377,172,150,55.0,42.6,433,339,6.5,81,120,67.5,67.1,9.1,9.3,3.0,3.0,C,7.5,14,650.-662.
676,381,Mgr. Kornélia Harcsová,Okresný súd Nové Zámky,2015,0,0,C,2331,0,11,0,C,982,24,97.8,97.1,611,377,208,150,34.0,42.6,279,339,14,168,243,69.1,67.1,10.6,9.3,3.3,3.0,C,9,23,304.-323.
677,278,Mgr. Kristína Ferencziová,Okresný súd Galanta,2015,0,0,Trest,0,275,0,1323,Trest,992,81,93.9,97.1,179,377,66,150,36.9,42.6,169,339,15,61,79,77.2,63.8,5.3,8.1,1.2,3.0,Trest,10.5,25.5,194.-213.
678,368,Mgr. Ladislav Halla,Okresný súd Žilina,2015,1,0,P,0,0,1774,0,P,836,106,86.8,97.1,308,377,146,150,47.4,42.6,286,339,11,78,121,64.5,67.3,8.7,7.6,3.1,2.5,P,7.5,18.5,507.-524.
679,697,Mgr. Lenka Kvasnicová,Okresný súd Trenčín,2015,1,1,C,903,304,0,0,C,575,32,82.1,97.1,523,377,226,150,43.2,42.6,444,339,8.5,19,26,73.1,67.1,3.4,9.3,0.9,3.0,C,9,17.5,542.-556.
680,703,Mgr. Libor Kysucký,Okresný súd Považská Bystrica,2015,0,0,Cb,0,745,0,0,Cb,1121,33,105.8,97.1,228,377,92,150,40.4,42.6,206,339,15.5,26,57,45.6,64.9,7.7,8.8,4.2,3.0,Cb,1.5,17,557.-575.
681,348,Mgr. Lívia Gombárová,Okresný súd Nové Zámky,2015,0,0,C,1169,0,0,322,C,659,32,85.7,97.1,503,377,63,150,12.5,42.6,267,339,14,33,57,57.9,67.1,4.4,9.3,1.9,3.0,C,4.5,18.5,507.-524.
682,2559,Mgr. Lucia Mizerová,Okresný súd Trnava,2015,1,1,C,1035,0,197,0,C,351,41,73.4,97.1,703,377,220,150,31.3,42.6,460,339,7.5,52,65,80.0,67.1,9.2,9.3,1.8,3.0,C,12,19.5,467.-491.
683,2560,Mgr. Ľudmila Ostrolucká,Okresný súd Zvolen,2015,0,0,C,1582,181,182,0,C,1092,31,99.3,97.1,678,377,346,150,51.0,42.6,449,339,10,78,150,52.0,67.1,7.9,9.3,3.8,3.0,C,3,13,668.-676.
684,756,Mgr. Ľudovít Majerčík,Okresný súd Komárno,2015,0,0,Cb,0,551,0,148,Cb,1027,34,105.0,97.1,95,377,10,150,10.5,42.6,137,339,20,43,61,70.5,64.9,6.8,8.8,2.0,3.0,Cb,9,29,74.-90.
685,5,Mgr. Magdaléna Andreánska,Okresný súd Liptovský Mikuláš,2015,0,0,C,618,0,149,0,C,270,39,106.2,97.1,215,377,76,150,35.3,42.6,199,339,17,11,25,44.0,67.1,4.6,9.3,2.6,3.0,C,1.5,18.5,507.-524.
686,7,Mgr. Marek Anovčin,Okresný súd Bánovce nad Bebravou,2015,0,0,C,1040,301,0,353,C,1067,40,104.6,97.1,277,377,89,150,32.1,42.6,192,339,17.5,253,317,79.8,67.1,19.0,9.3,3.8,3.0,C,12,29.5,64.-73.
687,853,Mgr. Marek Mikulčík,Okresný súd Prievidza,2015,1,0,C,1370,53,161,99,C,531,49,60.7,97.1,277,377,59,150,21.3,42.6,2974,339,4,46,77,59.7,67.1,8.7,9.3,3.5,3.0,C,6,10,708.-711.
688,853,Mgr. Marek Mikulčík,Okresný súd Pezinok,2015,1,0,C,1370,53,161,99,C,531,49,39.9,97.1,592,377,306,150,51.7,42.6,564,339,3,46,77,59.7,67.1,8.7,9.3,3.5,3.0,C,6,9,716.-721.
689,950,Mgr. Mária Pajerchinová Dr.,Okresný súd Poprad,2015,1,0,C,1173,26,645,0,C,1085,42,73.5,97.1,455,377,146,150,32.1,42.6,347,339,9.5,134,232,57.8,67.1,13.5,9.3,5.7,3.0,C,4.5,14,650.-662.
690,1127,Mgr. Mária Sitárová,Okresný súd Nitra,2015,0,0,P,0,0,2209,0,P,1074,103,99.3,97.1,232,377,128,150,55.2,42.6,206,339,13.5,85,121,70.2,67.3,5.4,7.6,1.6,2.5,P,9,22.5,324.-344.
691,389,Mgr. Marián Hatala,Okresný súd Nové Zámky,2015,0,0,C,2126,0,268,0,C,1077,32,99.7,97.1,590,377,144,150,24.4,42.6,272,339,15,204,248,82.3,67.1,10.9,9.3,1.9,3.0,C,12,27,134.-152.
692,388,Mgr. Marianna Hašková,Okresný súd Prievidza,2015,0,0,C,803,0,229,0,C,566,26,105.7,97.1,281,377,79,150,28.1,42.6,206,339,16.5,32,36,88.9,67.1,3.9,9.3,0.4,3.0,C,13.5,30,54.-63.
693,277,Mgr. Maroš Fekete,Mestský súd Bratislava III,2015,1,0,Cb,0,1280,0,0,Cb,1060,60,96.4,97.1,366,377,141,150,38.5,42.6,240,339,15,58,94,61.7,64.9,7.6,8.8,2.9,3.0,Cb,6,21,390.-416.
694,426,Mgr. Marta Hrenčuková,Okresný súd Rožňava,2015,0,0,P,0,0,2360,0,P,1085,109,100.5,97.1,143,377,34,150,23.8,42.6,122,339,19,46,70,65.7,67.3,3.0,7.6,1.0,2.5,P,7.5,26.5,153.-167.
695,1283,Mgr. Martin Štubniak,Okresný súd Žiar nad Hronom,2015,0,0,C,1471,102,127,60,C,1121,29,42.0,97.1,705,377,207,150,29.4,42.6,632,339,3.5,152,217,70.0,67.1,16.4,9.3,4.9,3.0,C,9,12.5,677.-688.
696,2149,Mgr. Mgr. Miriam Plavčáková,Mestský súd Bratislava I,2015,3,3,C,391,0,0,0,C,479,8,122.1,97.1,399,377,278,150,69.7,42.6,585,339,10.5,36,42,85.7,67.1,8.4,9.3,1.2,3.0,C,13.5,24,262.-285.
697,522,Mgr. Michal Kačáni,Mestský súd Bratislava I,2015,0,0,Trest,0,0,0,604,Trest,579,31,118.8,97.1,57,377,25,150,43.9,42.6,91,339,19.5,53,57,93.0,63.8,9.3,8.1,0.7,3.0,Trest,15,34.5,6.-8.
698,2426,Mgr. Michal Vigaš,Okresný súd Partizánske,2015,0,0,0,299,0,280,492,Trest,485,54,88.6,97.1,260,377,67,150,25.8,42.6,243,339,15,58,89,65.2,63.8,10.3,8.1,3.6,3.0,Trest,7.5,22.5,324.-344.
699,275,Mgr. Milena Fegyesová,Okresný súd Žiar nad Hronom,2015,1,0,C,908,162,418,0,C,702,54,21.9,97.1,393,377,128,150,32.6,42.6,5738,339,3.5,95,125,76.0,67.1,10.0,9.3,2.4,3.0,C,10.5,14,650.-662.
700,351,Mgr. Miloš Greguš,Mestský Súd Košice,2015,1,0,C,1843,0,225,0,C,1076,28,91.7,97.1,425,377,126,150,29.6,42.6,311,339,13.5,112,166,67.5,67.1,8.1,9.3,2.6,3.0,C,7.5,21,390.-416.
701,530,Mgr. Miriam Kamenská,Okresný súd Banská Bystrica,2015,0,0,Cb,0,1511,0,0,Cb,1050,72,87.7,97.1,355,377,72,150,20.3,42.6,283,339,14.5,66,76,86.8,64.9,5.3,8.8,0.7,3.0,Cb,13.5,28,107.-118.
702,718,Mgr. Miroslav Lehoczký,Okresný súd Malacky,2015,0,0,Trest,23,0,0,1138,Trest,1072,53,99.6,97.1,132,377,65,150,49.2,42.6,215,339,14,52,88,59.1,63.8,7.9,8.1,3.2,3.0,Trest,6,20,444.-466.
703,804,Mgr. Miroslav Mazúch,Okresný súd Martin,2015,0,0,Trest,0,0,0,2145,Trest,1061,101,116.6,97.1,119,377,54,150,45.4,42.6,92,339,19.5,74,108,68.5,63.8,4.6,8.1,1.4,3.0,Trest,7.5,27,134.-152.
704,1289,Mgr. Miroslava Šúleková,Okresný súd Topoľčany,2015,0,0,Trest,0,38,0,1137,Trest,1069,55,105.0,97.1,58,377,34,150,58.6,42.6,91,339,16,111,201,55.2,63.8,16.3,8.1,7.3,3.0,Trest,4.5,20.5,417.-443.
705,271,Mgr. Monika Farkašová,Okresný súd Nitra,2015,0,0,Trest,0,0,0,1180,Trest,1083,54,106.7,97.1,73,377,31,150,42.5,42.6,99,339,18.5,107,186,57.5,63.8,14.3,8.1,6.1,3.0,Trest,4.5,23,304.-323.
706,695,Mgr. Nicola Kuzmiaková,Okresný súd Košice okolie,2015,1,0,C,1143,7,232,0,C,1061,22,135.9,97.1,129,377,8,150,6.2,42.6,81,339,25,27,38,71.1,67.1,2.5,9.3,0.7,3.0,C,9,34,9.-12.
707,587,Mgr. Nina Kollárová,Mestský súd Bratislava I,2015,0,0,Cb,0,1211,0,0,Cb,894,68,99.0,97.1,341,377,175,150,51.3,42.6,604,339,7,27,44,61.4,64.9,3.4,8.8,1.3,3.0,Cb,6,13,668.-676.
708,1461,Mgr. Pamela Záleská,Okresný súd Nitra,2015,1,0,Trest,0,0,0,1339,Trest,1073,62,86.7,97.1,133,377,57,150,42.9,42.6,201,339,12.5,82,152,53.9,63.8,10.5,8.1,4.8,3.0,Trest,4.5,17,557.-575.
709,1131,Mgr. Patricia Skotnická,Mestský súd Bratislava I,2015,2,2,C,771,0,0,0,C,637,12,38.7,97.1,410,377,257,150,62.7,42.6,6235,339,1,87,98,88.8,67.1,11.0,9.3,1.2,3.0,C,13.5,14.5,639.-649.
710,1489,Mgr. Patrícia Železníkova,Mestský súd Bratislava I,2015,0,0,P,142,0,1038,0,P,950,56,86.5,97.1,222,377,64,150,28.8,42.6,633,339,6.5,99,122,81.1,67.3,9.5,7.6,1.8,2.5,P,12,18.5,507.-524.
711,1328,Mgr. Pavol Tomík,Mestský súd Bratislava I,2015,0,0,Trest,0,0,0,1145,Trest,1083,53,114.8,97.1,74,377,47,150,63.5,42.6,112,339,18,109,152,71.7,63.8,10.5,8.1,3.0,3.0,Trest,9,27,134.-152.
712,319,Mgr. Peter Garaj,Okresný súd Nové Zámky,2015,1,0,C,2346,0,0,0,C,1065,22,105.7,97.1,381,377,131,150,34.4,42.6,163,339,17,287,386,74.4,67.1,15.9,9.3,4.1,3.0,C,10.5,27.5,119.-133.
713,455,Mgr. Peter Hvizdoš,Okresný súd Trenčín,2015,2,2,C,1466,0,0,0,C,589,25,110.1,97.1,599,377,275,150,45.9,42.6,380,339,13,77,113,68.1,67.1,9.4,9.3,3.0,3.0,C,7.5,20.5,417.-443.
714,824,Mgr. Peter Mezőszállási,Okresný súd Komárno,2015,0,0,Cb,768,1714,0,23,Cb,1071,88,112.9,97.1,601,377,157,150,26.1,42.6,203,339,18,66,118,55.9,64.9,4.7,8.8,2.1,3.0,Cb,4.5,22.5,324.-344.
715,2054,Mgr. Peter Revický,Okresný súd Prešov,2015,1,0,C,1075,0,0,0,C,357,30,70.5,97.1,626,377,272,150,43.5,42.6,561,339,4.5,40,44,90.9,67.1,8.5,9.3,0.8,3.0,C,15,19.5,467.-491.
716,1128,Mgr. Peter Sivák,Okresný súd Humenné,2015,0,0,C,1850,344,0,128,C,1115,38,79.4,97.1,611,377,204,150,33.4,42.6,302,339,11,211,339,62.2,67.1,16.1,9.3,6.1,3.0,C,6,17,557.-575.
717,1024,Mgr. Raul Pospíšil,Mestský súd Bratislava II ,2015,14,2,C,1672,0,0,0,C,1027,16,88.3,97.1,517,377,229,150,44.3,42.6,456,339,9.5,62,99,62.6,67.1,5.4,9.3,2.0,3.0,C,6,15.5,601.-622.
718,635,Mgr. Renáta Krajčiová,Okresný súd Ružomberok,2015,0,0,C,954,95,531,0,C,1065,38,83.7,97.1,135,377,31,150,23.0,42.6,166,339,15,128,188,68.1,67.1,12.0,9.3,3.8,3.0,C,7.5,22.5,324.-344.
719,1419,Mgr. Róbert Veterník,Okresný súd Martin,2015,0,0,Trest,0,0,0,1118,Trest,1023,55,111.0,97.1,55,377,38,150,69.1,42.6,79,339,17.5,30,43,69.8,63.8,3.5,8.1,1.1,3.0,Trest,9,26.5,153.-167.
720,922,Mgr. Rudolf Novotný,Okresný súd Dunajská Streda,2015,0,0,Trest,0,0,0,2097,Trest,1077,97,126.7,97.1,179,377,126,150,70.4,42.6,158,339,18,127,270,47.0,63.8,10.6,8.1,5.6,3.0,Trest,1.5,19.5,467.-491.
721,2422,Mgr. Silvia Kysucká,Okresný súd Považská Bystrica,2015,0,0,C,698,0,205,0,C,457,29,100.7,97.1,232,377,44,150,19.0,42.6,152,339,18.5,39,44,88.6,67.1,5.2,9.3,0.6,3.0,C,13.5,32,22.-30.
722,870,Mgr. Slavomíra Mlynarčíková,Okresný súd Liptovský Mikuláš,2015,1,1,Cb,0,1462,752,310,Cb,1069,118,93.4,97.1,359,377,68,150,18.9,42.6,204,339,15.5,141,192,73.4,64.9,7.7,8.8,2.1,3.0,Cb,9,24.5,238.-261.
723,844,Mgr. Stanislava Miklánková,Okresný súd Nové Mesto nad Váhom,2015,1,1,C,1976,0,0,0,C,930,21,89.9,97.1,648,377,254,150,39.2,42.6,950,339,7,120,149,80.5,67.1,8.2,9.3,1.6,3.0,C,12,19,492.-506.
724,3,Mgr. Stella Al Khufash,Okresný súd Senica,2015,3,0,C,1449,78,459,0,C,1094,38,100.1,97.1,464,377,155,150,33.4,42.6,249,339,15,49,122,40.2,67.1,6.1,9.3,3.7,3.0,C,0,15,623.-638.
725,273,Mgr. Štefan Fedor,Okresný súd Prievidza,2015,0,0,C,807,102,223,0,C,557,32,97.7,97.1,389,377,100,150,25.7,42.6,275,339,15,26,38,68.4,67.1,4.0,9.3,1.3,3.0,C,7.5,22.5,324.-344.
726,852,Mgr. Vanda Mikulášová,Okresný súd Námestovo,2015,1,1,0,384,0,551,660,Trest,1065,60,69.1,97.1,453,377,158,150,34.9,42.6,411,339,8,30,155,19.4,63.8,10.6,8.1,8.6,3.0,Trest,0,8,724.-727.
727,89,Mgr. Viera Betáková,Okresný súd Nové Zámky,2015,2,0,C,2320,0,0,0,C,1059,22,98.1,97.1,642,377,178,150,27.7,42.6,298,339,14.5,264,414,63.8,67.1,17.9,9.3,6.5,3.0,C,7.5,22,345.-366.
728,627,Mgr. Viera Kováčová,Okresný súd Levice,2015,1,1,C,1494,915,0,0,C,1001,61,88.0,97.1,931,377,360,150,38.7,42.6,402,339,11,98,129,76.0,67.1,6.3,9.3,1.5,3.0,C,10.5,21.5,367.-389.
729,856,"Mgr. Viera Milatová, PhD.",Mestský súd Bratislava V,2015,0,0,C,2506,0,0,0,C,1053,24,106.7,97.1,701,377,224,150,32.0,42.6,323,339,15.5,84,114,73.7,67.1,4.6,9.3,1.2,3.0,C,9,24.5,238.-261.
730,980,Mgr. Viera Petrová,Okresný súd Trebišov,2015,0,0,C,1274,94,850,0,C,1095,55,86.8,97.1,486,377,96,150,19.8,42.6,230,339,14.5,35,46,76.1,67.1,2.2,9.3,0.5,3.0,C,10.5,25,214.-237.
731,1475,Mgr. Vladimír Zimányi,Okresný súd Piešťany,2015,11,4,C,1601,1090,18,33,C,862,85,103.5,97.1,952,377,694,150,72.9,42.6,698,339,6,62,119,52.1,67.1,6.6,9.3,3.2,3.0,C,3,9,716.-721.
732,460,Mgr. Vojtech Chmelan,Okresný súd Prievidza,2015,0,0,Trest,1,0,0,1556,Trest,1049,74,106.1,97.1,103,377,49,150,47.6,42.6,127,339,17,123,193,63.7,63.8,12.0,8.1,4.3,3.0,Trest,7.5,24.5,238.-261.
733,1107,Mgr. Zdenka Saraková,Okresný súd Bardejov,2015,1,0,C,1870,2,412,0,C,996,40,48.3,97.1,1011,377,484,150,47.9,42.6,976,339,2,72,103,69.9,67.1,5.9,9.3,1.8,3.0,C,9,11,699.-705.
734,721,Mgr. Zita Leimbergerová,Mestský súd Bratislava V,2015,0,0,C,1574,0,0,0,C,751,21,121.3,97.1,780,377,313,150,40.1,42.6,667,339,11.5,67,92,72.8,67.1,5.7,9.3,1.5,3.0,C,9,20.5,417.-443.
735,26,Mgr. Zuzana Bajlová,Okresný súd Liptovský Mikuláš,2015,0,0,C,1433,407,784,0,C,1081,68,107.1,97.1,236,377,52,150,22.0,42.6,137,339,20,288,395,72.9,67.1,14.9,9.3,4.0,3.0,C,9,29,74.-90.
736,91,Mgr. Zuzana Bezáková,Okresný súd Nitra,2015,0,0,P,0,50,1991,0,P,1061,96,109.9,97.1,148,377,83,150,56.1,42.6,132,339,17.5,71,104,68.3,67.3,5.1,7.6,1.6,2.5,P,7.5,25,214.-237.
737,188,Mgr. Zuzana Čisovská,Mestský Súd Košice,2015,3,0,C,2016,0,0,0,C,1044,19,107.1,97.1,508,377,233,150,45.9,42.6,343,339,14,73,111,65.8,67.1,5.6,9.3,1.9,3.0,C,7.5,21.5,367.-389.
738,2576,Mgr. Zuzana Dojčánová,Okresný súd Galanta,2015,0,0,C,1202,117,0,0,C,294,49,99.7,97.1,563,377,135,150,24.0,42.6,226,339,16,19,25,76.0,67.1,2.3,9.3,0.6,3.0,C,10.5,26.5,153.-167.
